Unnamed: 0,questions,answers,similarity_score
471,"What grade does F1F pieces of 6' and 7"" long receive?","F1F pieces of 6' and 7"" long grade FAS on the better face.",0.9077876158760292
472,What is the grading requirement for the reverse side of F1F pieces of 8' and longer?,The reverse side of F1F pieces of 8' and longer shall grade FAS on the better face.,0.9077876158760292
473,What are the minimum curing dimensions for SELECTS grade walnut?,"The minimum curing dimensions for SELECTS grade walnut are 4"" wide by 3' long, or 3"" wide by 6' long.",0.9442823363564667
474,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
475,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
476,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,0.9999990041312212
477,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
478,What is an example of a hard pine species?,Virginia pine is an example of a hard pine species.,0.8835819923998185
479,Is Virginia pine tolerant of shade?,"No, Virginia pine is intolerant of shade.",0.9999999999999994
480,What is the growth rate of Virginia pine?,Virginia pine has a moderate growth rate.,1.0
481,What height range does Virginia pine fall within?,Virginia pine grows to a height of 40 to 60 feet.,0.9769061362507012
482,What is the diameter range of mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,0.9952209014353446
483,What is a common use of Virginia pine in the southern states?,Virginia pine is often grown for Christmas trees.,0.9989805365899509
484,What does chipped grain mean?,"Chipped grain means that a part of the surface is chipped or broken out in very short particles below the line of cur. It should not be classed as corn grain and, as usually found, shall not be considered a defect unless it is present in excess of 25% of the area.",0.8885514987550852
485,What does loosened grain mean?,Loosened grain means that a small portion of the wood has become loosened but not displaced.,0.9084025706444012
486,What is raised grain?,"Raised grain is a roughened condition of the water of dressed lumber in which the hard summer wood is raised above the water spring wood, but not corn loose from it.",0.8753480867732464
487,What does torn grain mean?,"Tom grain means that a part of the wood is ten out in dressing, and in depth in four different characters; slight, medium, heavy and deep.",0.9084025706444012
488,How deep is slight turn grain?,"Slight turn grain is not over 1/32"" in depth.",0.8582279264175919
489,What is medium corn grain?,"Medium corn grain is over 1/32"", but not more than 1/16"" in depth.",0.9284904558543853
490,What is heavy corn grain?,"Heavy corn grain is over 1/16"", but not more than 1/8"" in depth.",0.9428185871365674
491,What is deep corn grain?,"Deep corn grain is over 1/8"" in depth.",0.9428185871365674
492,What is a skip?,A skip is an area on a piece that failed to surface.,0.9257613534249474
493,What is a slight skip?,"A slight skip is one that failed to surface smoothly, whose area does not exceed the product of the width of the piece in inches multiplied by 6.",0.9257613534249474
494,What are the width requirements for F11F Standard?,"Widths of 4"" and wider are allowed with 10% allowance for 4"" and 3"", with a minimum of one-half being 5"".",0.9091975458202752
495,What are the requirements for No. 1 Common?,"No. 1 Common allows widths of 4"" and wider and lengths of 6' and longer. It also admits pieces that will yield clear-face coatings based on surface measure and required yield.",0.9509273660127484
496,What are the requirements for No. 2A Common?,"No. 2A Common has the same requirements as No. 1 Common, but there is no limit to the number of cuttings.",0.9769671430328176
497,What are the requirements for No. 2B Common?,"No. 2B Common has the same requirements as No. 2A Common, except the cuttings must be sound as defined in Sound Cutting.",0.9769671430328176
498,What are the requirements for No. 3 Common?,"No. 3 Common is the same as No. 3A Common and No. 3B Common, except the lengths are 6 ft. and longer.",0.9463080033362998
499,What lengths are included in Shorts grades?,"Shorts grades include lengths of 2"", 2-1/4', 2-1/2', 2-3/4', 3', 3-1/4', 3-1/2', 3-3/4', 4', 4-1/4', 4-1/2', 4-3/4', 5', 5-1/4', and 5-1/2'.",0.8919611211834506
500,How are non-standard lengths measured for Shorts?,Non-standard lengths are measured as the next lower standard length.,0.8919611211834506
501,What are the width requirements for FAS?,"Widths of 4"" and wider are allowed for FAS. Pieces 4"" and 5"" wide must be clear, while pieces 6"" and wider admit standard defects or their equivalent.",0.9687511399765727
502,What are the characteristics of CLEAR furniture flat stock?,Clear furniture flat stock has clear four sides and two ends.,0.9406595026338211
503,What are the characteristics of SELECTS furniture flat stock?,"SELECTS furniture flat stock has clear two edges and two ends and one clear face, with the reverse side being sound except for certain defects.",0.9403397367578221
504,What are the characteristics of COMMON furniture flat stock?,"COMMON furniture flat stock allows for pin and spot worm holes, sound bird pocks, small sound knots, and other sound defects, as long as they do not exceed certain limits.",0.9406595026338211
505,What are the grade requirements for Plain Sawn Flitch?,"The grade requirements for Plain Sawn Flitch are based on the surface measure of the narrow face, with no restrictions on pin in cutting grades outside of the required cutting area.",0.877120497263516
506,What are the standard strip grades?,"The standard strip grades are Clear, No. 1 Common, and No. 2A Common, with exceptions stated for specific species.",0.902112372859081
507,What is the inspection process for strips?,"Inspection is done from the better face, and sapwood is admitted. Limitations on streaks and spots also apply.",0.8778791255153806
508,What are the standard widths for strips?,"The standard widths for strips are 2"", 2-1/2"", 3"", 3-1/2"", 4"", 4-1/2"", 5"", and 5-1/2"".",0.9131005976544924
509,Can strips be slightly narrower than the standard widths when shipping dry?,"Yes, strips may be 1/8"" scant of standard widths when shipping dry.",0.9283727758739024
510,How are tapering pieces measured in the grade of Clear Strips?,Tapering pieces in the grade of Clear Strips are measured at the narrow end.,0.9669301094757494
511,How are tapering pieces measured in the grade of Common Strips?,Tapering pieces in the grade of Common Strips are measured one-third the length of the piece from the narrow end.,0.9657430392180821
